Unnamed: 0,filename,index,caption
740,104835889.jpg,0,startseq  samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat endseq
745,1048710776.jpg,0,startseq  couple of several people sitting on ledge overlooking the beach endseq
750,1049955899.jpg,0,startseq  group of men and women are hiking through dried up river bed littered with large rocks which runs between two rocky walls in dense green forest endseq
755,105077209.jpg,0,startseq  man with badge is standing on wood floor next to structure endseq
760,1051205546.jpg,0,startseq  Two women in colorful dresses are sweeping water out of the street while man watches endseq
765,1051290485.jpg,0,startseq  Two separate women one wearing white top and black pants the other wearing all black and pair of pink kneel on gray brick sidewalk path in front of green and red bushes endseq
770,1051953669.jpg,0,startseq  young girl wearing multicolored holding an orange ball in her right hand walking through bright green grass behind house endseq
775,105223874.jpg,0,startseq  young child wearing blue shirt and sandals playing with red toy while sitting on the floor endseq
780,1052358063.jpg,0,startseq  little boy skateboarder is doing trick on his board while another young skateboarder watches endseq
785,1053116826.jpg,0,startseq  Two little children one boy and one girl laugh as they sit on the grass endseq
790,1053243591.jpg,0,startseq  Young woman holding bottle reaching out from bench to shake man hand endseq
795,105335409.jpg,0,startseq  Man talking on microphone and crowd of people in front of him endseq
800,105342180.jpg,0,startseq  girl paddling down large river as seen from behind her endseq
805,1053804096.jpg,0,startseq  girl with pigtails is playing in the ocean by the beach endseq
810,1054620089.jpg,0,startseq  woman in jeans and red coat and carrying multicolored handbag spreads put her arms while leaping up from cobblestone street endseq
815,105493603.jpg,0,startseq  Two people sitting beside each other at table with food on it smiling endseq
820,105493628.jpg,0,startseq  White wine and appetizers on are displayed in an upscale restaurant endseq
825,1055623002.jpg,0,startseq  group of four children wearing pajamas have pillow fight endseq
830,1055753357.jpg,0,startseq  Two construction workers are sitting up on the side of building endseq
835,1056198351.jpg,0,startseq  smiling little boy holds hand mixer in bowl endseq
840,1056249424.jpg,0,startseq  Two boys one with yellow and orange ball play in some water in front of field endseq
845,1056338697.jpg,0,startseq  woman with wearing blue tube top is waving on the side of the street endseq
850,1056359656.jpg,0,startseq  young girl sits on seat and looks at train pamphlet endseq
855,1056415186.jpg,0,startseq  Two Asian girls laughing as the girl on the right holds an instrument endseq
860,105685221.jpg,0,startseq  Several people jogging outside on sunny day in what seems to be neighborhood could be part of marathon endseq
865,1056873310.jpg,0,startseq  Two dogs run towards each other on rocky area with water in the background endseq
870,1057089366.jpg,0,startseq  kid jumps off the diving board and into the swimming pool below endseq
875,1057210460.jpg,0,startseq  guy stands by window taking his overshirt off endseq
880,1057251835.jpg,0,startseq  white dog is running down rocky beach endseq
885,105806535.jpg,0,startseq  young man is bathing with only his shorts on in large wooden pale endseq
890,1059514525.jpg,0,startseq  person is sleeping on bench on the sidewalk across the street from bus stop endseq
895,10602072.jpg,0,startseq  Two young girls are playing in the forest the younger one is climbing short tree and is about feet off the ground endseq
900,106027774.jpg,0,startseq  It looks as though soldier is sleeping in car on his way home after deployment endseq
905,106027978.jpg,0,startseq  Pink shirted woman sleeping in car with blue and white blanket on her endseq
910,106039369.jpg,0,startseq  One man wearing white shirt is flipping pancake by flinging it into the air endseq
915,1060605297.jpg,0,startseq  Firefighters converse with man at the scene of an emergency endseq
920,1061467336.jpg,0,startseq  few firefighters wearing black yellow and pink jackets standing next to firetruck endseq
925,1061887159.jpg,0,startseq  man is kneeling down with child on beach where bright blue and red boats are stationed in the background endseq
930,106300392.jpg,0,startseq  man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on ladder in order to reach the ceiling endseq
935,106356264.jpg,0,startseq  newsstand so packed with magazines candy and products that the smiling woman working behind the counter is easy to miss endseq
940,10637120.jpg,0,startseq  large earth moving machine creating track with man watching it closely with what looks like surveying equipment endseq
945,106372282.jpg,0,startseq  man sitting down with this head resting on his fists next to man with his eyes closed and his together with dough sitting on table in front of them both endseq
950,1063866640.jpg,0,startseq  Four men are sitting near tree talking while another stands looking at body of water and another is rowing boat endseq
955,106490881.jpg,0,startseq  young boy in swimming trunks is walking with his arms outstretched on the beach endseq
960,106514190.jpg,0,startseq  skier is overlooking the beautiful white snow covered landscape endseq
965,1065323785.jpg,0,startseq  Kids riding on their bicycles near mound of dirt with hovel from backhoe in front of the mound endseq
970,1065831604.jpg,0,startseq  bunch of people in racing gear and helmets racing bicycles around corner on wet pavement endseq
975,1066252238.jpg,0,startseq  boy in pink is riding bike over sand pile while two others are riding in the street endseq
980,1066831905.jpg,0,startseq  Elderly man with cane bends down to look at some plants and is steadied from behind endseq
985,106691539.jpg,0,startseq  male surgeon wearing red cap and teal scrubs performing surgery with two other men wearing teal scrubs endseq
990,1067180831.jpg,0,startseq  black and white dog is attempting to catch yellow and purple object in low cut yard endseq
995,1067675215.jpg,0,startseq  man lies on mat in parking lot between brown SUV and yellow pickup with an open door endseq
1000,1067790824.jpg,0,startseq  white and black dog and brown dog in sandy terrain endseq
1005,1068427675.jpg,0,startseq  man in an all black outfit just threw bowling ball down lane towards the center of the bowling pins endseq
1010,106959209.jpg,0,startseq  man in black shirt is riding mule trough the desert with the sun shining in the background endseq
1015,107022557.jpg,0,startseq  Two men relax on couch near wooden trestle table with coffee cup on it endseq
1020,1071201387.jpg,0,startseq  man wearing reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover endseq
1025,1072153132.jpg,0,startseq  multicolor dog jumping to catch tennis ball in grassy field endseq
1030,1072439304.jpg,0,startseq  young helmeted man in his team uniform is swinging his bat at an incoming baseball endseq
1035,1073145694.jpg,0,startseq  man in yellow shirt and black shorts getting ready to throw javelin endseq
1040,107318069.jpg,0,startseq  Seven large balloons are lined up at nighttime near crowd endseq
1045,1073444492.jpg,0,startseq  guy sitting at desk talking on phone with books laying everywhere endseq
1050,107368840.jpg,0,startseq  Two brunette women in jackets sitting against wall and looking at the same magazine endseq
1055,10751489.jpg,0,startseq  Two men are squatting with one man lighting stick from candle flame and the other man has his hands folded looking at the ground while person wearing bracelet has phone to their ear endseq
1060,107532584.jpg,0,startseq  young man is walking through busy street beside mall endseq
1065,1075716537.jpg,0,startseq  little boy rides bike down hill on miniature dirt bike endseq
1070,107582366.jpg,0,startseq  group of people sit around table outside on porch at night endseq
1075,1075867198.jpg,0,startseq  man in brown shirt and dark shorts plays on the beach with his two black dogs endseq
1080,1075881101.jpg,0,startseq  child covered in foam is climbing on black inflatable ramp endseq
1085,1076460267.jpg,0,startseq  couple is sitting in blue raft watching lot of people in bathing suits on boat endseq
1090,1076503761.jpg,0,startseq  girl with is holding bottle and wearing blue and green floral bikini on boat endseq
1095,1077546505.jpg,0,startseq  boy in blue swimming trunks slides down yellow slide into wading pool with inflatable toys floating in the water endseq
1100,1077931201.jpg,0,startseq  man in water throwing little boy up in the air and waiting for him to come down so he can catch him endseq
1105,1078621572.jpg,0,startseq  large group of people traveling down countryside road in the back of small pickup truck while one person is walking along side the truck endseq
1110,1079013716.jpg,0,startseq  Two people are preparing food in restaurant kitchen endseq
1115,1079274291.jpg,0,startseq  Two young boys are looking at the camera one smiling the other sticking his tongue out endseq
1120,107936523.jpg,0,startseq  person with brown pants is sitting around fenced area that has sparks flying endseq
1125,107969134.jpg,0,startseq  mother decides to take her child on piggyback ride outside their apartment complex endseq
1130,1079742005.jpg,0,startseq  woman is resting against cross shaped pole while looking towards large body of water endseq
1135,107985741.jpg,0,startseq  group of people on riverbank some sitting on the grass some standing endseq
1140,1080230428.jpg,0,startseq  male volleyball player in red trunks tries to block the shot of the opposing player during professional volleyball game endseq
1145,108149945.jpg,0,startseq  Two men shoveling snow off railroad track dressed in bright orange snowsuits endseq
1150,10815824.jpg,0,startseq  blond horse and blond girl in black sweatshirt are staring at fire in barrel endseq
1155,1081595465.jpg,0,startseq  group of construction workers dressed in orange safety vest sit on the ground assembling railroad track endseq
1160,1082110795.jpg,0,startseq  Two gentlemen in baseball caps and shirts work on the engine of an old rusted VW beetle endseq
1165,1082223338.jpg,0,startseq  man kneels on the ground doing some sort of project on his own endseq
1170,1082250005.jpg,0,startseq  woman wearing pink shirt and red apron stands in her restaurant holding food and surrounded by bagged breads microwave and the chalkboard menu up on the wall endseq
1175,1082252566.jpg,0,startseq  large brown dog is pushing small Boston terrier with his face while anouther dog watches endseq
1180,1082379191.jpg,0,startseq  man and woman sitting on deck next to lake endseq
1185,1082478946.jpg,0,startseq  There are workers laying out the tracks for trolley endseq
1190,1082608010.jpg,0,startseq  construction worker in neon vest is working with electrical equipment while sparks fly endseq
1195,1083240835.jpg,0,startseq  woman with hair and dark painted fingernails is carefully applying mascara endseq
1200,1084040636.jpg,0,startseq  white dog is resting its head on tiled floor with its eyes open endseq
1205,1084104085.jpg,0,startseq  woman in yellow shirt and green shorts is climbing an artificial red wall whilst wearing safety harness endseq
1210,1084527029.jpg,0,startseq  Looks like everyone is getting good gas mileage here with all these beautiful scooters endseq
1215,108503753.jpg,0,startseq  The regional park police helicopter is preparing to land endseq
1220,10863862.jpg,0,startseq  An older male construction worker wearing yellow vest climbing down from the roof of building onto scaffolding endseq
1225,108656820.jpg,0,startseq  group of people are either standing or sitting some are wearing hats and scarves while some are not endseq
1230,1087168168.jpg,0,startseq  young boy jumping and young girl sitting in an inflatable pool endseq
1235,1087539207.jpg,0,startseq  Several children playing on Polaris vehicle outdoors endseq
1240,1088385559.jpg,0,startseq  An older woman stir fries vegetables in home kitchen with counter crowded with jars and bottles in the background endseq
1245,1088767354.jpg,0,startseq  The girl in the salmon colored bikini is standing next to two young people one is wearing black outfit and the other is drinking pop endseq
1250,108898978.jpg,0,startseq  Two people wearing yellow jackets crosscountry skiing endseq
1255,108899015.jpg,0,startseq  lone skier is making their way up mountain endseq
1260,1089059626.jpg,0,startseq  An Asian man in spectacles and preparing some food endseq
1265,1089181217.jpg,0,startseq  light brown dog runs down path happily endseq
1270,1089354362.jpg,0,startseq  girl sitting on the steps of building wearing green shirt blue jeans holding cup and writing in journal with her purse sitting at her feet endseq
1275,108957912.jpg,0,startseq  People walk across street as utility workers fix light endseq
1280,108970557.jpg,0,startseq  Woman sitting in red chair with dressy purple dress on and book sitting on the arm rest endseq
1285,1089755335.jpg,0,startseq  woman stands with children on boardwalk at night overlooking the sea endseq
1290,109083036.jpg,0,startseq  Six males playing game in the sand with wooden paddles endseq
1295,1091942526.jpg,0,startseq  woman is laughing as two small boys play around her and small girl climbs up her back endseq
1300,10919429.jpg,0,startseq  man in black shirt and black jeans and little boy are taking look inside green truck engine while it is parked in grass field with gas tank in front of it endseq
1305,109202756.jpg,0,startseq  woman dressed in blue jacket and blue jeans rides brown horse near frozen lake and mountain endseq
1310,109202801.jpg,0,startseq  Two golden brown horses pull sleigh driven by woman in blue coat endseq
1315,1092437557.jpg,0,startseq  Woman is enjoying herself being outdoors biking in forrest preserve endseq
1320,109260216.jpg,0,startseq  person climbs tall flat mountain while holding onto safety rope endseq
1325,109260218.jpg,0,startseq  Spelunkers pose inside rock cavern while bathed in sunlight from the surface endseq
1330,1093716555.jpg,0,startseq  group of hikers are resting on the ground in front of some mountains endseq
1335,1093737381.jpg,0,startseq  woman wearing blue dress is drawing picture of boy and girl on the sidewalk with sidewalk chalk endseq
1340,109380144.jpg,0,startseq  Three young adults are sitting around with the girl pretending to kick one of the guys in the face while laughing and the guy behind him looks like he in midsentence endseq
1345,1093807815.jpg,0,startseq  group of African American children with their arms above their heads and happy expressions on their faces endseq
1350,1094283901.jpg,0,startseq  shirtless man jumping off large concrete structure into river with his friends watching from the structure endseq
1355,1094462889.jpg,0,startseq  brown dog plays in deep pile of snow endseq
1360,1094606832.jpg,0,startseq  young black person wearing green shirt and jacket using sewing machine endseq
1365,1094671386.jpg,0,startseq  An oriental woman with her fist raised in the air other oriental people around her and black Moped beside her endseq
1370,1095109931.jpg,0,startseq  woman smiles while holding several green peppers at grocery stand endseq
1375,10951809.jpg,0,startseq  An elderly woman with cane sits in large wooden chair next to weaving loom in log cabin endseq
1380,109544260.jpg,0,startseq  little boy in striped shirt and blue jeans is blowing bubbles from red container endseq
1385,1095476286.jpg,0,startseq  young boy is jumping through water being sprayed up from the ground endseq
1390,1095580424.jpg,0,startseq  The dog is running out of the tunnel on dog obedience course endseq
1395,1095590286.jpg,0,startseq  yellow dog and black and white dog are running in the dirt endseq
1400,10956999.jpg,0,startseq  Two men barbecuing on the grill with little girl playing in background endseq
1405,10957138.jpg,0,startseq  girl in floral bathing suit jumping on the beach in front of the waves endseq
1410,1095980313.jpg,0,startseq  little girl in blue swimsuit is walking along wooden fence next to sandy beach endseq
1415,109608573.jpg,0,startseq  man in white shirt is outside leaning against rail with hats hanging beside him endseq
1420,1096097967.jpg,0,startseq  black and white dog is being soaked with jet of water in blue paddling pool endseq
1425,1096165011.jpg,0,startseq  smiling boy swims underwater in pool endseq
1430,1096305461.jpg,0,startseq  Little boy in red striped shirt on blue couch pulling out all the pillows endseq
1435,1096395242.jpg,0,startseq  young boy with his foot outstretched aims toy at the camera in front of fireplace endseq
1440,109656696.jpg,0,startseq  girl in polka dotted blue jean dress walks barefoot on balance beam endseq
1445,109671650.jpg,0,startseq  boy wearing blue and yellow walking on cliff edge endseq
1450,1096800382.jpg,0,startseq  man gestures while facing woman wearing glasses as they sit inside restaurant that includes yellow wall endseq
1455,109738763.jpg,0,startseq  snowmobile rider flies through the air on his or her machine in front of tall pine trees endseq
1460,109738916.jpg,0,startseq  Two helmeted men sit on yellow snowmobiles while another man stands behind watching endseq
1465,109741554.jpg,0,startseq  man shovels snow off of roof while another stands in the contraption that allowed them to reach the high place endseq
1470,1097463464.jpg,0,startseq  young boy wearing black shirt brown pants and black watch has his hand on white folded chair which is on the top of large stack of similar folding chairs endseq
1475,109770830.jpg,0,startseq  Two buildings beyond concrete wall facing walkway with woman talking on cellphone endseq
1480,1097710887.jpg,0,startseq  very young girl playing with wand holding bottle of bubble solution and walking through park or field endseq
1485,109823394.jpg,0,startseq  Three people on ATVs in brown field turn their heads to look at the camera endseq
